feature,coefficient_log_price,absolute_coefficient,is_zero
cat__transmission_9-speed automatic,0.0005937109379986993,0.0005937109379986993,False
cat__model_mc20 base,0.0005757180956797761,0.0005757180956797761,False
cat__engine_2.0l i4 16v gdi dohc turbo hybrid,-0.0003880021681549886,0.0003880021681549886,False
cat__exterior_color_oxford white,0.0002955295547960872,0.0002955295547960872,False
cat__exterior_color_infrequent_sklearn,0.000197263184004553,0.000197263184004553,False
cat__exterior_color_orange,-0.0,0.0,True
cat__exterior_color_silver ice metallic,-0.0,0.0,True
cat__exterior_color_radiant silver metallic,0.0,0.0,True
cat__exterior_color_yulong white,0.0,0.0,True
cat__exterior_color_vesuvio gray metallic,0.0,0.0,True
cat__exterior_color_velvet red pearlcoat,-0.0,0.0,True
cat__exterior_color_ultimate black,-0.0,0.0,True
cat__exterior_color_tourmaline blue metallic,0.0,0.0,True
cat__exterior_color_thunder gray metallic,0.0,0.0,True
cat__exterior_color_tan,0.0,0.0,True
cat__exterior_color_silky silver,0.0,0.0,True
cat__exterior_color_stromboli gray metallic,0.0,0.0,True
cat__exterior_color_pure gray,0.0,0.0,True
cat__exterior_color_portofino gray,0.0,0.0,True
cat__exterior_color_polymetal gray metallic,0.0,0.0,True
cat__exterior_color_platinum gray metallic,-0.0,0.0,True
cat__exterior_color_phantom black,0.0,0.0,True
cat__exterior_color_pepper white,0.0,0.0,True
cat__engine_3.0l v6 24v mpfi sohc,-0.0,0.0,True
cat__model_outlander sel,-0.0,0.0,True
cat__model_outlander se,-0.0,0.0,True
cat__model_outlander es,0.0,0.0,True
cat__model_optima lx,-0.0,0.0,True
cat__model_mx-5 miata rf grand touring,-0.0,0.0,True
cat__model_mx-5 miata grand touring,-0.0,0.0,True
cat__transmission_8-speed automatic with shiftronic,0.0,0.0,True
cat__transmission_8-speed a/t,-0.0,0.0,True
